SALES_TRN_REF,SALES_TRN_PRD_CODE,SALES_TRN_AMT,SALES_TRN_DATE,EMP_ID,SALES_POINT
TRN_1007849,PRD_10,6600,4/11/2022,EMP_31,CABIN
TRN_1007850,PRD_03,264000,4/11/2022,EMP_21,STORE
TRN_1007851,PRD_04,66000,4/11/2022,EMP_21,CABIN
TRN_1007852,PRD_05,132000,4/11/2022,EMP_21,STORE
TRN_1007853,PRD_06,12600,4/11/2022,EMP_21,CABIN
TRN_1007854,PRD_08,26400,4/11/2022,EMP_32,CABIN
TRN_1007855,PRD_14,2520,4/11/2022,EMP_02,CABIN
TRN_1007856,PRD_01,132000,4/11/2022,EMP_21,CABIN
TRN_1007857,PRD_12,3780,4/11/2022,EMP_03,STORE
TRN_1007858,PRD_13,6600,4/11/2022,EMP_03,CABIN
TRN_1007859,PRD_14,2520,4/11/2022,EMP_03,STORE
TRN_1007860,PRD_15,19800,4/11/2022,EMP_03,CABIN
TRN_1007861,PRD_02,198000,4/11/2022,EMP_22,CABIN
TRN_1007862,PRD_08,26400,4/11/2022,EMP_32,STORE
TRN_1007863,PRD_09,33000,4/11/2022,EMP_32,CABIN
TRN_1007864,PRD_07,18900,4/11/2022,EMP_31,STORE
TRN_1007865,PRD_12,3780,4/11/2022,EMP_11,CABIN
TRN_1007866,PRD_14,2520,4/11/2022,EMP_22,CABIN
TRN_1007867,PRD_05,132000,4/11/2022,EMP_33,STORE
TRN_1007868,PRD_06,12600,4/11/2022,EMP_33,CABIN
TRN_1007869,PRD_04,66000,4/11/2022,EMP_32,STORE
TRN_1007870,PRD_05,132000,4/11/2022,EMP_32,CABIN
TRN_1007871,PRD_06,12600,4/11/2022,EMP_32,STORE
TRN_1007872,PRD_07,18900,4/11/2022,EMP_32,CABIN
TRN_1007873,PRD_08,26400,4/11/2022,EMP_32,STORE
TRN_1007874,PRD_09,33000,4/11/2022,EMP_32,CABIN
TRN_1007875,PRD_01,132000,4/11/2022,EMP_21,STORE
TRN_1007876,PRD_02,198000,4/11/2022,EMP_21,CABIN
TRN_1007877,PRD_14,2520,4/11/2022,EMP_21,CABIN
TRN_1007878,PRD_10,6600,4/11/2022,EMP_31,CABIN
TRN_1007879,PRD_12,3780,4/12/2022,EMP_21,STORE
TRN_1007880,PRD_13,6600,4/12/2022,EMP_21,CABIN
TRN_1007881,PRD_14,2520,4/12/2022,EMP_21,STORE
TRN_1007882,PRD_15,19800,4/12/2022,EMP_21,CABIN
TRN_1007883,PRD_01,132000,4/12/2022,EMP_22,STORE
TRN_1007884,PRD_02,198000,4/12/2022,EMP_22,CABIN
TRN_1007885,PRD_04,66000,4/12/2022,EMP_33,CABIN
TRN_1007886,PRD_10,6600,4/12/2022,EMP_03,CABIN
TRN_1007887,PRD_08,26400,4/12/2022,EMP_02,STORE
TRN_1007888,PRD_09,33000,4/12/2022,EMP_02,CABIN
TRN_1007889,PRD_10,6600,4/12/2022,EMP_02,STORE
TRN_1007890,PRD_11,3780,4/12/2022,EMP_02,CABIN
TRN_1007891,PRD_12,3780,4/12/2022,EMP_02,STORE
TRN_1007892,PRD_13,6600,4/12/2022,EMP_02,CABIN
TRN_1007893,PRD_15,19800,4/12/2022,EMP_13,CABIN
TRN_1007894,PRD_06,12600,4/12/2022,EMP_31,STORE
TRN_1007895,PRD_07,18900,4/12/2022,EMP_31,CABIN
TRN_1007896,PRD_04,66000,4/12/2022,EMP_32,CABIN
TRN_1007897,PRD_05,132000,4/12/2022,EMP_32,STORE
TRN_1007898,PRD_06,12600,4/12/2022,EMP_32,CABIN
TRN_1007899,PRD_07,18900,4/12/2022,EMP_32,STORE
TRN_1007900,PRD_08,26400,4/12/2022,EMP_32,CABIN
TRN_1007901,PRD_15,19800,4/12/2022,EMP_13,STORE
TRN_1007902,PRD_01,132000,4/12/2022,EMP_21,CABIN
TRN_1007903,PRD_14,2520,4/12/2022,EMP_12,STORE
TRN_1007904,PRD_04,66000,4/12/2022,EMP_33,STORE
TRN_1007905,PRD_05,132000,4/12/2022,EMP_33,CABIN
TRN_1007906,PRD_12,3780,4/12/2022,EMP_21,STORE
TRN_1007907,PRD_13,6600,4/12/2022,EMP_21,CABIN
TRN_1007908,PRD_11,3780,4/12/2022,EMP_13,STORE
TRN_1007909,PRD_12,3780,4/12/2022,EMP_13,CABIN
TRN_1007910,PRD_13,6600,4/12/2022,EMP_13,STORE
TRN_1007911,PRD_14,2520,4/12/2022,EMP_13,CABIN
TRN_1007912,PRD_15,19800,4/12/2022,EMP_13,STORE
TRN_1007913,PRD_01,132000,4/12/2022,EMP_21,CABIN
TRN_1007914,PRD_03,264000,4/12/2022,EMP_32,CABIN
TRN_1007915,PRD_09,33000,4/12/2022,EMP_02,CABIN
TRN_1007916,PRD_11,3780,4/12/2022,EMP_13,CABIN
TRN_1007917,PRD_13,6600,4/12/2022,EMP_03,STORE
TRN_1007918,PRD_14,2520,4/12/2022,EMP_03,CABIN
TRN_1007919,PRD_15,19800,4/12/2022,EMP_03,STORE
TRN_1007920,PRD_01,132000,4/12/2022,EMP_11,CABIN
TRN_1007921,PRD_02,198000,4/12/2022,EMP_11,STORE
TRN_1007922,PRD_03,264000,4/12/2022,EMP_11,CABIN
TRN_1007923,PRD_05,132000,4/12/2022,EMP_22,CABIN
TRN_1007924,PRD_11,3780,4/12/2022,EMP_32,STORE
TRN_1007925,PRD_12,3780,4/12/2022,EMP_32,CABIN
TRN_1007926,PRD_10,6600,4/12/2022,EMP_31,STORE
TRN_1007927,PRD_11,3780,4/12/2022,EMP_31,CABIN
TRN_1007928,PRD_04,66000,4/12/2022,EMP_21,STORE
TRN_1007929,PRD_05,132000,4/12/2022,EMP_21,CABIN
TRN_1007930,PRD_06,12600,4/12/2022,EMP_21,STORE
TRN_1007931,PRD_07,18900,4/12/2022,EMP_21,CABIN
TRN_1007932,PRD_09,33000,4/12/2022,EMP_32,CABIN
TRN_1007933,PRD_15,19800,4/12/2022,EMP_02,CABIN
TRN_1007934,PRD_02,198000,4/12/2022,EMP_21,CABIN
TRN_1007935,PRD_13,6600,4/12/2022,EMP_03,STORE
TRN_1007936,PRD_14,2520,4/12/2022,EMP_03,CABIN
TRN_1007937,PRD_15,19800,4/12/2022,EMP_03,STORE
TRN_1007938,PRD_01,132000,4/12/2022,EMP_11,CABIN
TRN_1007939,PRD_03,264000,4/12/2022,EMP_22,CABIN
TRN_1007940,PRD_09,33000,4/12/2022,EMP_32,STORE
TRN_1007941,PRD_10,6600,4/12/2022,EMP_32,CABIN
TRN_1007942,PRD_08,26400,4/12/2022,EMP_31,STORE
TRN_1007943,PRD_13,6600,4/12/2022,EMP_11,CABIN
TRN_1007944,PRD_15,19800,4/12/2022,EMP_22,CABIN
TRN_1007945,PRD_06,12600,4/12/2022,EMP_33,STORE
TRN_1007946,PRD_07,18900,4/12/2022,EMP_33,CABIN
TRN_1007947,PRD_05,132000,4/12/2022,EMP_32,STORE
TRN_1007948,PRD_06,12600,4/12/2022,EMP_32,CABIN
TRN_1007949,PRD_07,18900,4/12/2022,EMP_32,STORE
TRN_1007950,PRD_08,26400,4/12/2022,EMP_32,CABIN
TRN_1007951,PRD_09,33000,4/12/2022,EMP_32,STORE
TRN_1007952,PRD_10,6600,4/12/2022,EMP_32,CABIN
TRN_1007953,PRD_02,198000,4/12/2022,EMP_21,STORE
TRN_1007954,PRD_03,264000,4/12/2022,EMP_21,CABIN
TRN_1007955,PRD_15,19800,4/12/2022,EMP_21,CABIN
TRN_1007956,PRD_11,3780,4/12/2022,EMP_31,CABIN
TRN_1007957,PRD_13,6600,4/13/2022,EMP_21,STORE
TRN_1007958,PRD_14,2520,4/13/2022,EMP_21,CABIN
TRN_1007959,PRD_15,19800,4/13/2022,EMP_21,STORE
TRN_1007960,PRD_01,132000,4/13/2022,EMP_22,CABIN
TRN_1007961,PRD_02,198000,4/13/2022,EMP_22,STORE
TRN_1007962,PRD_03,264000,4/13/2022,EMP_22,CABIN
TRN_1007963,PRD_05,132000,4/13/2022,EMP_33,CABIN
TRN_1007964,PRD_11,3780,4/13/2022,EMP_03,CABIN
TRN_1007965,PRD_09,33000,4/13/2022,EMP_02,STORE
TRN_1007966,PRD_10,6600,4/13/2022,EMP_02,CABIN
TRN_1007967,PRD_11,3780,4/13/2022,EMP_02,STORE
TRN_1007968,PRD_12,3780,4/13/2022,EMP_02,CABIN
TRN_1007969,PRD_13,6600,4/13/2022,EMP_02,STORE
TRN_1007970,PRD_14,2520,4/13/2022,EMP_02,CABIN
TRN_1007971,PRD_01,132000,4/13/2022,EMP_21,CABIN
TRN_1007972,PRD_07,18900,4/13/2022,EMP_31,STORE
TRN_1007973,PRD_08,26400,4/13/2022,EMP_31,CABIN
TRN_1007974,PRD_05,132000,4/13/2022,EMP_32,CABIN
TRN_1007975,PRD_06,12600,4/13/2022,EMP_32,STORE
TRN_1007976,PRD_07,18900,4/13/2022,EMP_32,CABIN
TRN_1007977,PRD_08,26400,4/13/2022,EMP_32,STORE
TRN_1007978,PRD_09,33000,4/13/2022,EMP_32,CABIN
TRN_1007979,PRD_01,132000,4/13/2022,EMP_21,STORE
TRN_1007980,PRD_02,198000,4/13/2022,EMP_21,CABIN
TRN_1007981,PRD_15,19800,4/13/2022,EMP_12,STORE
TRN_1007982,PRD_05,132000,4/13/2022,EMP_33,STORE
TRN_1007983,PRD_06,12600,4/13/2022,EMP_33,CABIN
TRN_1007984,PRD_13,6600,4/13/2022,EMP_21,STORE
TRN_1007985,PRD_14,2520,4/13/2022,EMP_21,CABIN
TRN_1007986,PRD_12,3780,4/13/2022,EMP_13,STORE
TRN_1007987,PRD_13,6600,4/13/2022,EMP_13,CABIN
TRN_1007988,PRD_14,2520,4/13/2022,EMP_13,STORE
TRN_1007989,PRD_15,19800,4/13/2022,EMP_13,CABIN
TRN_1007990,PRD_01,132000,4/13/2022,EMP_21,STORE
TRN_1007991,PRD_02,198000,4/13/2022,EMP_21,CABIN
TRN_1007992,PRD_04,66000,4/13/2022,EMP_32,CABIN
TRN_1007993,PRD_10,6600,4/13/2022,EMP_02,CABIN
TRN_1007994,PRD_12,3780,4/13/2022,EMP_13,CABIN
TRN_1007995,PRD_14,2520,4/13/2022,EMP_03,STORE
TRN_1007996,PRD_15,19800,4/13/2022,EMP_03,CABIN
TRN_1007997,PRD_01,132000,4/13/2022,EMP_11,STORE
TRN_1007998,PRD_02,198000,4/13/2022,EMP_11,CABIN
TRN_1007999,PRD_03,264000,4/13/2022,EMP_11,STORE
TRN_1008000,PRD_04,66000,4/13/2022,EMP_11,CABIN
TRN_1008001,PRD_06,12600,4/13/2022,EMP_22,CABIN
TRN_1008002,PRD_12,3780,4/13/2022,EMP_32,STORE
TRN_1008003,PRD_13,6600,4/13/2022,EMP_32,CABIN
TRN_1008004,PRD_11,3780,4/13/2022,EMP_31,STORE
TRN_1008005,PRD_12,3780,4/13/2022,EMP_31,CABIN
TRN_1008006,PRD_05,132000,4/13/2022,EMP_21,STORE
TRN_1008007,PRD_06,12600,4/13/2022,EMP_21,CABIN
TRN_1008008,PRD_07,18900,4/13/2022,EMP_21,STORE
TRN_1008009,PRD_08,26400,4/13/2022,EMP_21,CABIN
TRN_1008010,PRD_10,6600,4/13/2022,EMP_32,CABIN
TRN_1008011,PRD_01,132000,4/13/2022,EMP_03,CABIN
TRN_1008012,PRD_03,264000,4/13/2022,EMP_21,CABIN
TRN_1008013,PRD_14,2520,4/13/2022,EMP_03,STORE
TRN_1008014,PRD_15,19800,4/13/2022,EMP_03,CABIN
TRN_1008015,PRD_01,132000,4/13/2022,EMP_11,STORE
TRN_1008016,PRD_02,198000,4/13/2022,EMP_11,CABIN
TRN_1008017,PRD_04,66000,4/13/2022,EMP_22,CABIN
TRN_1008018,PRD_10,6600,4/13/2022,EMP_32,STORE
TRN_1008019,PRD_11,3780,4/13/2022,EMP_32,CABIN
TRN_1008020,PRD_09,33000,4/13/2022,EMP_31,STORE
TRN_1008021,PRD_14,2520,4/13/2022,EMP_11,CABIN
TRN_1008022,PRD_01,132000,4/13/2022,EMP_23,CABIN
TRN_1008023,PRD_07,18900,4/13/2022,EMP_33,STORE
TRN_1008024,PRD_08,26400,4/13/2022,EMP_33,CABIN
TRN_1008025,PRD_06,12600,4/13/2022,EMP_32,STORE
TRN_1008026,PRD_07,18900,4/13/2022,EMP_32,CABIN
TRN_1008027,PRD_08,26400,4/13/2022,EMP_32,STORE
TRN_1008028,PRD_09,33000,4/13/2022,EMP_32,CABIN
TRN_1008029,PRD_10,6600,4/13/2022,EMP_32,STORE
TRN_1008030,PRD_11,3780,4/13/2022,EMP_32,CABIN
TRN_1008031,PRD_03,264000,4/13/2022,EMP_21,STORE
TRN_1008032,PRD_04,66000,4/13/2022,EMP_21,CABIN
TRN_1008033,PRD_01,132000,4/13/2022,EMP_22,CABIN
TRN_1008034,PRD_12,3780,4/13/2022,EMP_31,CABIN
TRN_1008035,PRD_14,2520,4/14/2022,EMP_21,STORE
TRN_1008036,PRD_15,19800,4/14/2022,EMP_21,CABIN
TRN_1008037,PRD_01,132000,4/14/2022,EMP_22,STORE
TRN_1008038,PRD_02,198000,4/14/2022,EMP_22,CABIN
TRN_1008039,PRD_03,264000,4/14/2022,EMP_22,STORE
TRN_1008040,PRD_04,66000,4/14/2022,EMP_22,CABIN
TRN_1008041,PRD_06,12600,4/14/2022,EMP_33,CABIN
TRN_1008042,PRD_12,3780,4/14/2022,EMP_03,CABIN
TRN_1008043,PRD_10,6600,4/14/2022,EMP_02,STORE
TRN_1008044,PRD_11,3780,4/14/2022,EMP_02,CABIN
TRN_1008045,PRD_12,3780,4/14/2022,EMP_02,STORE
TRN_1008046,PRD_13,6600,4/14/2022,EMP_02,CABIN
TRN_1008047,PRD_14,2520,4/14/2022,EMP_02,STORE
TRN_1008048,PRD_15,19800,4/14/2022,EMP_02,CABIN
TRN_1008049,PRD_02,198000,4/14/2022,EMP_21,CABIN
TRN_1008050,PRD_08,26400,4/14/2022,EMP_31,STORE
TRN_1008051,PRD_09,33000,4/14/2022,EMP_31,CABIN
TRN_1008052,PRD_06,12600,4/14/2022,EMP_32,CABIN
TRN_1008053,PRD_07,18900,4/14/2022,EMP_32,STORE
TRN_1008054,PRD_08,26400,4/14/2022,EMP_32,CABIN
TRN_1008055,PRD_09,33000,4/14/2022,EMP_32,STORE
TRN_1008056,PRD_10,6600,4/14/2022,EMP_32,CABIN
TRN_1008057,PRD_02,198000,4/14/2022,EMP_21,STORE
TRN_1008058,PRD_03,264000,4/14/2022,EMP_21,CABIN
TRN_1008059,PRD_01,132000,4/14/2022,EMP_13,STORE
TRN_1008060,PRD_06,12600,4/14/2022,EMP_33,STORE
TRN_1008061,PRD_07,18900,4/14/2022,EMP_33,CABIN
TRN_1008062,PRD_14,2520,4/14/2022,EMP_21,STORE
TRN_1008063,PRD_15,19800,4/14/2022,EMP_21,CABIN
TRN_1008064,PRD_13,6600,4/14/2022,EMP_13,STORE
TRN_1008065,PRD_14,2520,4/14/2022,EMP_13,CABIN
TRN_1008066,PRD_15,19800,4/14/2022,EMP_13,STORE
TRN_1008067,PRD_01,132000,4/14/2022,EMP_21,CABIN
TRN_1008068,PRD_02,198000,4/14/2022,EMP_21,STORE
TRN_1008069,PRD_03,264000,4/14/2022,EMP_21,CABIN
TRN_1008070,PRD_05,132000,4/14/2022,EMP_32,CABIN
TRN_1008071,PRD_11,3780,4/14/2022,EMP_02,CABIN
TRN_1008072,PRD_13,6600,4/14/2022,EMP_13,CABIN
TRN_1008073,PRD_15,19800,4/14/2022,EMP_03,STORE
TRN_1008074,PRD_01,132000,4/14/2022,EMP_11,CABIN
TRN_1008075,PRD_02,198000,4/14/2022,EMP_11,STORE
TRN_1008076,PRD_03,264000,4/14/2022,EMP_11,CABIN
TRN_1008077,PRD_04,66000,4/14/2022,EMP_11,STORE
TRN_1008078,PRD_05,132000,4/14/2022,EMP_11,CABIN
TRN_1008079,PRD_07,18900,4/14/2022,EMP_22,CABIN
TRN_1008080,PRD_13,6600,4/14/2022,EMP_32,STORE
TRN_1008081,PRD_14,2520,4/14/2022,EMP_32,CABIN
TRN_1008082,PRD_12,3780,4/14/2022,EMP_31,STORE
TRN_1008083,PRD_13,6600,4/14/2022,EMP_31,CABIN
TRN_1008084,PRD_06,12600,4/14/2022,EMP_21,STORE
TRN_1008085,PRD_07,18900,4/14/2022,EMP_21,CABIN
TRN_1008086,PRD_08,26400,4/14/2022,EMP_21,STORE
TRN_1008087,PRD_09,33000,4/14/2022,EMP_21,CABIN
TRN_1008088,PRD_11,3780,4/14/2022,EMP_32,CABIN
TRN_1008089,PRD_02,198000,4/14/2022,EMP_03,CABIN
TRN_1008090,PRD_04,66000,4/14/2022,EMP_21,CABIN
TRN_1008091,PRD_15,19800,4/14/2022,EMP_03,STORE
TRN_1008092,PRD_01,132000,4/14/2022,EMP_11,CABIN
TRN_1008093,PRD_02,198000,4/14/2022,EMP_11,STORE
TRN_1008094,PRD_03,264000,4/14/2022,EMP_11,CABIN
TRN_1008095,PRD_05,132000,4/14/2022,EMP_22,CABIN
TRN_1008096,PRD_11,3780,4/14/2022,EMP_32,STORE
TRN_1008097,PRD_12,3780,4/14/2022,EMP_32,CABIN
TRN_1008098,PRD_10,6600,4/14/2022,EMP_31,STORE
TRN_1008099,PRD_15,19800,4/14/2022,EMP_11,CABIN
TRN_1008100,PRD_02,198000,4/14/2022,EMP_23,CABIN
TRN_1008101,PRD_08,26400,4/14/2022,EMP_33,STORE
TRN_1008102,PRD_09,33000,4/14/2022,EMP_33,CABIN
TRN_1008103,PRD_07,18900,4/14/2022,EMP_32,STORE
TRN_1008104,PRD_08,26400,4/14/2022,EMP_32,CABIN
TRN_1008105,PRD_09,33000,4/14/2022,EMP_32,STORE
TRN_1008106,PRD_10,6600,4/14/2022,EMP_32,CABIN
TRN_1008107,PRD_11,3780,4/14/2022,EMP_32,STORE
TRN_1008108,PRD_12,3780,4/14/2022,EMP_32,CABIN
TRN_1008109,PRD_04,66000,4/14/2022,EMP_21,STORE
TRN_1008110,PRD_05,132000,4/14/2022,EMP_21,CABIN
TRN_1008111,PRD_02,198000,4/14/2022,EMP_22,CABIN
TRN_1008112,PRD_13,6600,4/14/2022,EMP_31,CABIN
TRN_1008113,PRD_15,19800,4/15/2022,EMP_21,STORE
TRN_1008114,PRD_01,132000,4/15/2022,EMP_22,CABIN
TRN_1008115,PRD_02,198000,4/15/2022,EMP_22,STORE
TRN_1008116,PRD_03,264000,4/15/2022,EMP_22,CABIN
TRN_1008117,PRD_04,66000,4/15/2022,EMP_22,STORE
TRN_1008118,PRD_05,132000,4/15/2022,EMP_22,CABIN
TRN_1008119,PRD_07,18900,4/15/2022,EMP_33,CABIN
TRN_1008120,PRD_13,6600,4/15/2022,EMP_03,CABIN
TRN_1008121,PRD_11,3780,4/15/2022,EMP_02,STORE
TRN_1008122,PRD_12,3780,4/15/2022,EMP_02,CABIN
TRN_1008123,PRD_13,6600,4/15/2022,EMP_02,STORE
TRN_1008124,PRD_14,2520,4/15/2022,EMP_02,CABIN
TRN_1008125,PRD_15,19800,4/15/2022,EMP_02,STORE
TRN_1008126,PRD_01,132000,4/15/2022,EMP_03,CABIN
TRN_1008127,PRD_03,264000,4/15/2022,EMP_21,CABIN
TRN_1008128,PRD_09,33000,4/15/2022,EMP_31,STORE
TRN_1008129,PRD_10,6600,4/15/2022,EMP_31,CABIN
TRN_1008130,PRD_07,18900,4/15/2022,EMP_32,CABIN
TRN_1008131,PRD_08,26400,4/15/2022,EMP_32,STORE
TRN_1008132,PRD_09,33000,4/15/2022,EMP_32,CABIN
TRN_1008133,PRD_10,6600,4/15/2022,EMP_32,STORE
TRN_1008134,PRD_11,3780,4/15/2022,EMP_32,CABIN
TRN_1008135,PRD_03,264000,4/15/2022,EMP_21,STORE
TRN_1008136,PRD_04,66000,4/15/2022,EMP_21,CABIN
TRN_1008137,PRD_02,198000,4/15/2022,EMP_13,STORE
TRN_1008138,PRD_07,18900,4/15/2022,EMP_33,STORE
TRN_1008139,PRD_08,26400,4/15/2022,EMP_33,CABIN
TRN_1008140,PRD_15,19800,4/15/2022,EMP_21,STORE
TRN_1008141,PRD_01,132000,4/15/2022,EMP_22,CABIN
TRN_1008142,PRD_14,2520,4/15/2022,EMP_13,STORE
TRN_1008143,PRD_15,19800,4/15/2022,EMP_13,CABIN
TRN_1008144,PRD_01,132000,4/15/2022,EMP_21,STORE
TRN_1008145,PRD_02,198000,4/15/2022,EMP_21,CABIN
TRN_1008146,PRD_03,264000,4/15/2022,EMP_21,STORE
TRN_1008147,PRD_04,66000,4/15/2022,EMP_21,CABIN
TRN_1008148,PRD_06,12600,4/15/2022,EMP_32,CABIN
TRN_1008149,PRD_12,3780,4/15/2022,EMP_02,CABIN
TRN_1008150,PRD_14,2520,4/15/2022,EMP_13,CABIN
TRN_1008151,PRD_01,132000,4/15/2022,EMP_11,STORE
TRN_1008152,PRD_02,198000,4/15/2022,EMP_11,CABIN
TRN_1008153,PRD_03,264000,4/15/2022,EMP_11,STORE
TRN_1008154,PRD_04,66000,4/15/2022,EMP_11,CABIN
TRN_1008155,PRD_05,132000,4/15/2022,EMP_11,STORE
TRN_1008156,PRD_06,12600,4/15/2022,EMP_11,CABIN
TRN_1008157,PRD_08,26400,4/15/2022,EMP_22,CABIN
TRN_1008158,PRD_14,2520,4/15/2022,EMP_32,STORE
TRN_1008159,PRD_15,19800,4/15/2022,EMP_32,CABIN
TRN_1008160,PRD_13,6600,4/15/2022,EMP_31,STORE
TRN_1008161,PRD_14,2520,4/15/2022,EMP_31,CABIN
TRN_1008162,PRD_07,18900,4/15/2022,EMP_21,STORE
TRN_1008163,PRD_08,26400,4/15/2022,EMP_21,CABIN
TRN_1008164,PRD_09,33000,4/15/2022,EMP_21,STORE
TRN_1008165,PRD_10,6600,4/15/2022,EMP_21,CABIN
TRN_1008166,PRD_12,3780,4/15/2022,EMP_32,CABIN
TRN_1008167,PRD_03,264000,4/15/2022,EMP_03,CABIN
TRN_1008168,PRD_15,19800,4/15/2022,EMP_03,CABIN
TRN_1008169,PRD_01,132000,4/15/2022,EMP_11,STORE
TRN_1008170,PRD_02,198000,4/15/2022,EMP_11,CABIN
TRN_1008171,PRD_03,264000,4/15/2022,EMP_11,STORE
TRN_1008172,PRD_04,66000,4/15/2022,EMP_11,CABIN
TRN_1008173,PRD_06,12600,4/15/2022,EMP_22,CABIN
TRN_1008174,PRD_12,3780,4/15/2022,EMP_32,STORE
TRN_1008175,PRD_13,6600,4/15/2022,EMP_32,CABIN
TRN_1008176,PRD_11,3780,4/15/2022,EMP_31,STORE
TRN_1008177,PRD_01,132000,4/15/2022,EMP_12,CABIN
TRN_1008178,PRD_03,264000,4/15/2022,EMP_23,CABIN
TRN_1008179,PRD_09,33000,4/15/2022,EMP_33,STORE
TRN_1008180,PRD_10,6600,4/15/2022,EMP_33,CABIN
TRN_1008181,PRD_08,26400,4/15/2022,EMP_32,STORE
TRN_1008182,PRD_09,33000,4/15/2022,EMP_32,CABIN
TRN_1008183,PRD_10,6600,4/15/2022,EMP_32,STORE
TRN_1008184,PRD_11,3780,4/15/2022,EMP_32,CABIN
TRN_1008185,PRD_12,3780,4/15/2022,EMP_32,STORE
TRN_1008186,PRD_13,6600,4/15/2022,EMP_32,CABIN
TRN_1008187,PRD_05,132000,4/15/2022,EMP_21,STORE
TRN_1008188,PRD_06,12600,4/15/2022,EMP_21,CABIN
TRN_1008189,PRD_03,264000,4/15/2022,EMP_22,CABIN
TRN_1008190,PRD_14,2520,4/15/2022,EMP_31,CABIN
TRN_1008191,PRD_01,132000,4/16/2022,EMP_22,STORE
TRN_1008192,PRD_02,198000,4/16/2022,EMP_22,CABIN
TRN_1008193,PRD_03,264000,4/16/2022,EMP_22,STORE
TRN_1008194,PRD_04,66000,4/16/2022,EMP_22,CABIN
TRN_1008195,PRD_05,132000,4/16/2022,EMP_22,STORE
TRN_1008196,PRD_06,12600,4/16/2022,EMP_22,CABIN
TRN_1008197,PRD_08,26400,4/16/2022,EMP_33,CABIN
TRN_1008198,PRD_14,2520,4/16/2022,EMP_03,CABIN
TRN_1008199,PRD_12,3780,4/16/2022,EMP_02,STORE
TRN_1008200,PRD_13,6600,4/16/2022,EMP_02,CABIN
TRN_1008201,PRD_14,2520,4/16/2022,EMP_02,STORE
TRN_1008202,PRD_15,19800,4/16/2022,EMP_02,CABIN
TRN_1008203,PRD_01,132000,4/16/2022,EMP_03,STORE
TRN_1008204,PRD_02,198000,4/16/2022,EMP_03,CABIN
TRN_1008205,PRD_04,66000,4/16/2022,EMP_21,CABIN
TRN_1008206,PRD_10,6600,4/16/2022,EMP_31,STORE
TRN_1008207,PRD_11,3780,4/16/2022,EMP_31,CABIN
TRN_1008208,PRD_08,26400,4/16/2022,EMP_32,CABIN
TRN_1008209,PRD_09,33000,4/16/2022,EMP_32,STORE
TRN_1008210,PRD_10,6600,4/16/2022,EMP_32,CABIN
TRN_1008211,PRD_11,3780,4/16/2022,EMP_32,STORE
TRN_1008212,PRD_12,3780,4/16/2022,EMP_32,CABIN
TRN_1008213,PRD_04,66000,4/16/2022,EMP_21,STORE
TRN_1008214,PRD_05,132000,4/16/2022,EMP_21,CABIN
TRN_1008215,PRD_03,264000,4/16/2022,EMP_13,STORE
TRN_1008216,PRD_08,26400,4/16/2022,EMP_33,STORE
TRN_1008217,PRD_09,33000,4/16/2022,EMP_33,CABIN
TRN_1008218,PRD_01,132000,4/16/2022,EMP_22,STORE
TRN_1008219,PRD_02,198000,4/16/2022,EMP_22,CABIN
TRN_1008220,PRD_15,19800,4/16/2022,EMP_13,STORE
TRN_1008221,PRD_01,132000,4/16/2022,EMP_21,CABIN
TRN_1008222,PRD_02,198000,4/16/2022,EMP_21,STORE
TRN_1008223,PRD_03,264000,4/16/2022,EMP_21,CABIN
TRN_1008224,PRD_04,66000,4/16/2022,EMP_21,STORE
TRN_1008225,PRD_05,132000,4/16/2022,EMP_21,CABIN
TRN_1008226,PRD_07,18900,4/16/2022,EMP_32,CABIN
TRN_1008227,PRD_13,6600,4/16/2022,EMP_02,CABIN
TRN_1008228,PRD_15,19800,4/16/2022,EMP_13,CABIN
TRN_1008229,PRD_02,198000,4/16/2022,EMP_11,STORE
TRN_1008230,PRD_03,264000,4/16/2022,EMP_11,CABIN
TRN_1008231,PRD_04,66000,4/16/2022,EMP_11,STORE
TRN_1008232,PRD_05,132000,4/16/2022,EMP_11,CABIN
TRN_1008233,PRD_06,12600,4/16/2022,EMP_11,STORE
TRN_1008234,PRD_07,18900,4/16/2022,EMP_11,CABIN
TRN_1008235,PRD_09,33000,4/16/2022,EMP_22,CABIN
TRN_1008236,PRD_15,19800,4/16/2022,EMP_32,STORE
TRN_1008237,PRD_01,132000,4/16/2022,EMP_33,CABIN
TRN_1008238,PRD_14,2520,4/16/2022,EMP_31,STORE
TRN_1008239,PRD_15,19800,4/16/2022,EMP_31,CABIN
TRN_1008240,PRD_08,26400,4/16/2022,EMP_21,STORE
TRN_1008241,PRD_09,33000,4/16/2022,EMP_21,CABIN
TRN_1008242,PRD_10,6600,4/16/2022,EMP_21,STORE
TRN_1008243,PRD_11,3780,4/16/2022,EMP_21,CABIN
TRN_1008244,PRD_13,6600,4/16/2022,EMP_32,CABIN
TRN_1008245,PRD_04,66000,4/16/2022,EMP_03,CABIN
TRN_1008246,PRD_01,132000,4/16/2022,EMP_11,CABIN
TRN_1008247,PRD_02,198000,4/16/2022,EMP_11,STORE
TRN_1008248,PRD_03,264000,4/16/2022,EMP_11,CABIN
TRN_1008249,PRD_04,66000,4/16/2022,EMP_11,STORE
TRN_1008250,PRD_05,132000,4/16/2022,EMP_11,CABIN
